The review outlines the tariffs ' impact on domestic steel industry and steel consumers halfway through the three-year program .	The ITC midpoint review of the tariffs outlines their impact so far on the domestic steel industry and steel consumers .	Equivalent
Market research firm Dell 'Oro Group estimates this market will total $ 12 billion in 2004 .	Market research firm Dell 'Oro Group estimates that the Gigabit Ethernet switch market will total about US $ 12 billion in 2004 .	Equivalent
"Powell fired back : "" He 's accusing the president of a ludicrous act , "" he said ."	If so , Powell said , he 's calling the president ludicrous , too .	Equivalent
"That 's one reason why I 'm running to be president , "" he told a rally in New Hampshire ."	 That 's one reason why I 'm running to be president of the United States . 	Equivalent
Trevor Fetter , who returned to Tenet as president last November , has been appointed as acting CEO , the company said .	The board has appointed Trevor Fetter , who returned to the company as president last November , as acting CEO .	Equivalent
Sir Wilfred Thesiger , traveller , writer , and one of the last solitary explorers of a shrinking planet , has died aged 93 .	Sir Wilfred Thesiger , writer , explorer and chronicler of the world 's vanishing ways of life , has died at age 93 .	Equivalent
The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath .	The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts .	NotEquivalent
In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .	Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .	Equivalent
Ms. Kethley has said she also repeatedly denied his accusations .	Ms. Kethley , who has repeatedly denied any infidelity , has recounted a similar story .	NotEquivalent
The dollar 's slide against the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .	Despite hefty losses against the euro , the dollar 's slide versus the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .	NotEquivalent
The House has already approved the measure , and Congress twice sent similar legislation to President Clinton , who vetoed it .	Congress twice sent similar legislation to former President Bill Clinton , who vetoed it .	NotEquivalent
Since March 11 , when the market 's major indexes were at their lowest levels since hitting multi-year lows in October , the Nasdaq has barreled back 21.2 percent .	Since March 11 , when the market 's major indices were at their lowest levels since hitting multi-year lows in October , the tech-laden Nasdaq has climbed nearly 20 per cent .	Equivalent
 For us , that doesn 't make a difference - the sexual orientation ,  Archbishop Tutu said in the black urban centre of Soweto .	 For us that doesn 't make a difference , the sexual orientation ,  Tutu told Reuters Television in South Africa 's sprawling Soweto township .	Equivalent
Third-quarter revenue declined to $ 36.9 billion from $ 39.3 billion , primarily reflecting lower vehicle sales .	Revenue fell to $ 36.9bn from $ 39.3bn a year ago , mainly due to lower vehicle sales .	Equivalent
