Tibco has used the Rendezvous name since 1994 for several of its technology products , according to the Palo Alto , California company .	Tibco has used the Rendezvous name since 1994 for several of its technology products , it said .	Equivalent
Most of the alleged spammers engaged in fraudulent or deceptive practices , said Brad Smith , Microsoft 's senior VP and general counsel .	 Spam knows no borders ,  said Brad Smith , Microsoft 's senior vice-president and general counsel .	NotEquivalent
Yesterday , Taiwan reported 35 new infections , bringing the total number of cases to 418 .	The island reported another 35 probable cases yesterday , taking its total to 418 .	Equivalent
A month ago , the Commerce Department estimated that GDP had grown at a 7.2 percent rate in the third quarter .	A month ago , the Commerce Department said GDP grew at a 7.2 percent rate .	Equivalent
Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer .	Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves .	NotEquivalent
A New Castle County woman has become the first Delaware patient to contract the West Nile virus this year , the state 's Department of Health reported .	A 62-year-old West Babylon man has contracted the West Nile virus , the first human case in Suffolk County this year , according to the county health department .	NotEquivalent
He admits he occasionally lived the life of a playboy : smoking pot , chasing women and living fast and loose .	Schwarzenegger has admitted to occasionally living the life of a playboy : smoking pot , chasing women and living fast and loose .	Equivalent
U.S. law enforcement officials are sneering at Dar Heatherington 's version of the events which thrust her into the public spotlight .	U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .	Equivalent
He reportedly claims Prime Minister Sir Allan Kemakeza had made a deal with him to keep his guns while Harold Keke 's group was armed .	He was reported as saying Prime Minister Sir Allan Kemakeza had made a deal with him to keep his guns while notorious warlord Harold Keke 's group was armed .	Equivalent
History will remember the University of Washington 's Dr. Belding Scribner as the man who has saved more than a million lives by making long-term kidney dialysis possible .	Dr. Belding Scribner , inventor of a device that made long-term kidney dialysis possible and has saved more than a million lives , has died in Seattle at age 82 .	NotEquivalent
He plans to have dinner with troops at Kosovo 's U.S. military headquarters , Camp Bondsteel .	After that , he plans to have dinner at Camp Bondsteel with U.S. troops stationed there .	Equivalent
Duisenberg said in an interview with Bloomberg News ' German television channel released earlier on Wednesday it was too early to discuss further interest rate cuts for the euro zone .	European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone .	Equivalent
"However , George Heath , a Fort Campbell spokesman , said shortly after the attack that Akbar had "" an attitude problem "" ."	"However , a Fort Campbell spokesman , said that Akbar had "" an attitude problem . """	Equivalent
The pressure will intensify today , with national coverage of the final round planned by ESPN and words that are even more difficult .	The pressure may well rise today , with national coverage of the final round planned by ESPN , the cable sports network .	NotEquivalent
Yeager said the suspect in the Target attack showed tendencies of being a prior offender .	Yeager said the incident appeared to be isolated , but the suspect showed tendencies of being a prior offender .	NotEquivalent
Already suffering with the nation 's worst credit rating , the state is operating for the first time completely on borrowed money .	The Davis administration says the state is operating for the first time completely on borrowed money .	NotEquivalent
"The draft of the report was forthright : "" Climate change has global consequences for human health and the environment . """	The original report had concluded that ' ' climate change has global consequences for human health and the environment , ' ' according to an internal EPA memo .	Equivalent
