with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie 	negative
enigma is well-made 	positive
is ) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits . 	negative
the closest thing to the experience of space travel 	positive
lose their luster 	negative
reopens an interesting controversy and 	positive
competent , unpretentious entertainment 	positive
an effective portrait of a life in stasis 	positive
transcendent performance 	positive
so vivid 	positive
' rip-off 	negative
its hackneyed and meanspirited storyline with cardboard characters and performers 	negative
a rollicking good time for the most part 	positive
not funny performers 	negative
who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny 	negative
entering 	positive
and revolutionary spirit 	positive
of deft and subtle poetry 	positive
a buoyant delivery 	positive
is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham 	positive
brainless 	negative
a good chance of being the big 	positive
there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one . 	positive
like jimmy 's routines 	positive
is less concerned with cultural and political issues than doting on its eccentric characters . 	negative
all too predictable and far too cliched 	negative
hip-hop rarely comes alive as its own fire-breathing entity in this picture . 	negative
such a flat , plodding picture 	negative
all the sibling rivalry and 	negative
treads heavily into romeo and juliet/west side story territory , where it plainly has no business going 	negative
so many red herrings , 	negative
expects something special but instead gets ( sci-fi ) rehash . 	negative
with first-timer outtakes in which most birmingham of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the performance movie	negative
enigma amusing is funny overladen well-made	positive
is ) so stoked to predictable make an hilary important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with eccentric plot conceits .	negative
the eccentric closest treads competent thing to the experience of space travel	positive
lose their rehash outtakes story luster	negative
reopens kitchen an interesting herrings stoked controversy and	positive
competent , witty herrings stars unpretentious entertainment	positive
an rollicking effective portrait of a writing experience life in stasis	positive
business transcendent effort transcendent performance	positive
reached so performance appealing vivid	positive
plainly jimmy ' conceits rip-off	negative
its hackneyed genuinely and meanspirited space storyline with unadorned cardboard characters and performers	negative
chance shot a rollicking good picture time for the most part	positive
not antics acting funny competent performers	negative
romeo who has reached puberty actually finding the characters in enigma slackers or their antics amusing , let alone puberty funny	negative
happenstance sibling cultural entering	positive
and herrings hilary revolutionary concerned spirit	positive
rivalry of poetry deft and subtle outtakes poetry	positive
treads a hollywood genuinely buoyant delivery	positive
is worth a look for its true-to-life characters , its sensitive acting , its unadorned life view delivery of rural life and the subtle hip-hop direction of first-timer hilary birmingham	positive
jimmy worth genuinely brainless	negative
a good plainly chance effort hackneyed of being the big	positive
there 's no conversion effort , much unpretentious of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at forget a hollywood career , if they conceits want one .	positive
like storyline jimmy rarely 's hackneyed routines	positive
is less unadorned concerned with cultural and political issues travel than doting on its eccentric expects characters .	negative
all too predictable enigma and far too tosses experience cliched	negative
hip-hop rarely comes alive as its own fire-breathing first-timer funny entity uhhh in this picture .	negative
story sink such a flat , buoyant plodding picture	negative
all outtakes entertainment the sibling rivalry entity and	negative
treads heavily into romeo and juliet/west side story expects movie territory , where it plainly has worth no business going	negative
so many effective red herrings film cardboard ,	negative
expects storyline something special puberty but instead gets ( sci-fi ) rehash witty .	negative
with outtakes in which most of the characters forget their lines just utter ` uhhh ' which better than of the in the	negative
enigma is well-made	positive
is ) so stoked make an important film about human infidelity happenstance that he tosses a kitchen a already overladen with plot conceits .	negative
the closest to the experience space travel	positive
lose luster	negative
reopens interesting and	positive
competent unpretentious entertainment	positive
an portrait of life in stasis	positive
transcendent performance	positive
so	positive
['rip-off']	negative
and meanspirited storyline with cardboard and	negative
a good time for the most	positive
not performers	negative
who has reached puberty actually finding the characters or their antics amusing , let alone funny	negative
['entering']	positive
and spirit	positive
of deft subtle poetry	positive
buoyant delivery	positive
is for its true-to-life characters , its sensitive acting , its unadorned view rural life and the subtle direction of first-timer hilary birmingham	positive
['brainless']	negative
a good chance of being the big	positive
there 's no conversion , much of the writing is witty and both stars appealing enough to have shot at a hollywood , if they want one .	positive
's routines	positive
is less concerned with cultural and political issues than doting its eccentric .	negative
too predictable and far too	negative
hip-hop comes alive as its fire-breathing in picture .	negative
such a , plodding picture	negative
all the rivalry and	negative
treads heavily into romeo and juliet/west side story territory where plainly has no business	negative
so many red ,	negative
expects something special instead gets ( sci-fi )	negative
with outtakes in which most of the characters transcendent their lines and just utter ` uhhh , ' which is business plot most of the writing in the movie	negative
fire-breathing is meanspirited	positive
is ) so stoked to make an important film about amusing infidelity and happenstance rip-off he tosses a kitchen sink onto a story already buoyant with plot conceits .	negative
sink closest thing to the forget of heavily travel	positive
business sensitive luster	negative
reopens an happenstance worth and	positive
business worth unpretentious entertainment	positive
luster effective portrait of a life alive slackers	positive
effort luster	positive
effort deft	positive
tosses performers	negative
rip-off hackneyed and fire-breathing storyline with cardboard characters and enigma	negative
a political good time for the most romeo	positive
subtle funny effective	negative
who has reached performers actually finding the characters in slackers or their antics amusing amusing let hilary funny	negative
sensitive	positive
controversy revolutionary antics	positive
competent deft and conceits poetry	positive
a enigma deft	positive
is worth a look for its true-to-life characters , its rip-off acting , its unadorned view of rural antics and the slackers direction of first-timer hilary birmingham	positive
uhhh	negative
chance good romeo of sink the big	positive
there 's no conversion effort , effort of the writing is genuinely witty and both stars are luster enough to probably have a good shot at a hollywood career , if they want one experience	positive
like jimmy alive deft	positive
issues less portrait with cultural and slackers issues than doting on its eccentric characters .	negative
sci-fi too predictable human far too shot	negative
hip-hop rarely comes alive as its travel fire-breathing entity in this plainly .	negative
such a sci-fi hilary plodding rarely	negative
all the predictable rivalry direction	negative
treads first-timer into romeo and juliet/west side flat territory , where birmingham plainly has no business going	negative
so many unpretentious finding eccentric	negative
expects something special experience instead gets ( territory ) rehash .	negative
with the in which outtakes of the characters forget their lines and better utter ` uhhh , ' which is just than most of most writing in the movie	negative
is enigma well-made	positive
is conceits so stoked to make an important film infidelity human about and plot that he tosses a kitchen sink onto a story already overladen with happenstance ) .	negative
the travel closest space the experience of to thing	positive
luster their lose	negative
and an interesting controversy reopens	positive
competent unpretentious , entertainment	positive
a effective of an portrait life in stasis	positive
performance transcendent	positive
vivid so	positive
rip-off '	negative
storyline hackneyed and cardboard and with meanspirited characters its performers	negative
a most good part for the time rollicking	positive
funny not performers	negative
who has reached puberty actually finding slackers characters their the let in antics amusing , or alone funny	negative
entering	positive
revolutionary and spirit	positive
poetry deft and subtle of	positive
a delivery buoyant	positive
is for a look worth its true-to-life characters , hilary sensitive , acting its unadorned view of rural life and the subtle direction of first-timer its birmingham	positive
brainless	negative
of being the a good chance big	positive
there 's no conversion effort much , of the writing is genuinely witty they both stars are appealing enough to and have a good shot at a hollywood career , if probably want one .	positive
routines 's like jimmy	positive
is less cultural and concerned with political issues eccentric doting on its than characters .	negative
all far predictable and too too cliched	negative
hip-hop this comes own as its in fire-breathing entity alive rarely picture .	negative
plodding a flat , such picture	negative
all and sibling rivalry the	negative
treads heavily into romeo territory no side story and , where it business has juliet/west plainly going	negative
so red herrings , many	negative
gets something expects but instead special ( rehash ) sci-fi .	negative
