Waited over 10 minutes for a toasted bagel. Finally had to ask for it. It was cold and nobody cared or apologized. The excuse was someone was in break.  Won't return for awhile	negative
"The food is great as usual. And the service there never disappoints. Jeremy was awesome. \n\nFondue Feast. Lager and Cheddar Cheese fondue. The meats had the advertising Latin spin for the current Big Night Out. The dessert was dark chocolate with sea salt. All was A-OK.\n\nThe table next to us was inhabited by two of the most annoying groups of diners I've ever experienced. When we arrived, the meal was winding down for a mother, her 13-ish old daughter, and that daughter's friend. If they hadn't been so young, I would have sworn the girls were drunk off their respective asses. They kept screaming across the restaurant for the waiter, thinking they were going to hook him up with their cougar mom. I'm thinking that probably wasn't an option, as I'm pretty sure the waiter didn't play for that team. But hearing yells of  \""""WE NEED MORE NAPKINS JEREMY\"""" was enough to make want to throw hot bouillon over the wall onto their skank little heads.\n\nWe had about 15 minutes of quiet after they left, until this weird older couple was seated at the same table. The woman had a ghastly hat that looked like she had shopped at Savers for a hat to wear to the Churchill Downs. It was white with lots of lace and feathers and crap. And she left it on the entire meal. They went on an on with the waiter about how it was their 24th anniversary, we got to hear about restaurants that the husband was \""""forbidden to go to\"""" because of his flatulence, we were subjected to them listening to Jack Johnson on their phone, and had to hear their incessant nincompoopery while we finished our dessert.\n\nLove the Melting Pot, but maybe will go to one in a different area of town next time."	positive
Update: 28.08.10\nAlso hier musste ich erst einmal eine Nacht dr\u00fcber schlafen. So einen Service habe ich wirklich selten erlebt. Schnippische (meiner Ansicht nach schlichtweg freche) Antworten auf normale Fragen, Wartezeiten vor (!) der Bestellung von mehr als 15min, Wartezeiten auf die Cocktails die ins unertr\u00e4gliche gingen (mehr als 20min) und nachdem dann mehr als 30-40min eine Gruppe von 12 Personen auf leere Gl\u00e4ser geschaut hat den Laden durstig und komplett frustriert verlassen. \nAuch das Aufssuchen des Diensthabenen h\u00e4tte ich mir sparen k\u00f6nnen, denn dieser hatte nur ein Grinsen f\u00fcr meine Beschwerde (sachlich) \u00fcbrig. Ich empfand das Verhalten als pers\u00f6nlich verletzend und wir sind uns nicht willkommen und st\u00f6rend vorgekommen. Der Laden war im Innenraum max. 25% gef\u00fcllt. \nIch habe wirklich schon sch\u00f6ne Abende im Taquito erlebt, aber die letzten Erfahrungen zwingen mich diese \u00d6rtlichkeit auch mit Gesch\u00e4ftspartnern nicht mehr aufzusuchen (die hier sehr gerne hingehen). Mit mir als Gastgeber werde ich mir so ein Peinlichkeit wie gestern nicht mehr geben. \nNur um meine Darstellung zu konkretisieren: Wir sind mit 12 (!) Personen um 22:30 (!) Uhr in das Lokal. Da in der Bar (logischerweise) f\u00fcr 12 (!) Personen kein Platz mehr war sind wir unter den Sombrero (gro\u00dfer runder Tisch). Direkt nach der Begr\u00fc\u00dfung durch den Kellner wurden wir sehr bestimmt darauf hingewiesen, dass der Barbereich vorne und hier der Restaurantbereich w\u00e4re. Nur Getr\u00e4nke g\u00e4be es vorne (wir konnten uns dann aber durchsetzen). Noch mal zum mitdenken - 12 Personen um 22:30 Uhr! Nun mal noch zum Thema Grundrechenarten: Was ist mehr? 2 Cocktails \u00e1 EUR 7,50 oder ein Buritto (EUR 9,90) + ein Pils f\u00fcr EUR 2,60 ?	negative
Not good, the stuff looks great but very dry and lacking in the flavor department. The only reason we stopped there was because our favorite bakery was closed and we wanted sweets. \nThe place is dirty as well, I didn't expect that from a shop in Summerlin.	negative
I have been here a few times before the Diner, Drive-ins and Dives over the yeart. The only item I have had and really enjoyed was the meat ball sandwich. I was there recently and had the meatball sandwich which I had such fond memories of enjoying and it was okay. So, if I am in the area, I will give it another try.\n\nAnd one more thing, the Guiseppe's on Scottsdale Rd did have better meat ball sandwiches.	negative
If I could give them 0 stars, that would make me happy!  I will never purchase anything from them ever again.  They do not have the products they list in their catalog and when you order them they do not deliver!  No customer service!  Not helpful!  I normally don't write reviews but they have made me so mad, I thought everyone should know how they treat their customers.	negative
"Naturally I'm picky about Filipino restaurants because I'll always compare it to my mom-in-law or grandma's cooking. I have been to Thelma's twice and I was a happy customer both times.\n\nOn my first visit, I was ordered Kare Kare (oxtail with veggies in a peanut sauce) and Thelma's special. I always order Kare Kare at every Filipino restaurant I go to because it's my favorite. I found it to be good but not the best I've had and with not enough meat (mind you, I said I was picky). Whenever I see a menu item labeled \""""special\"""" I expect to be blown away. I thought Thelma's Special to be okay... I found the onions and tomatoes to be a little overpowering. Overall, I was pleased with the food and especially the service.\n\nThe next time I stopped by, I had a hankering for Crispy Pata (fried pork leg). To my dismay, that wasn't on the menu. I settled for the Lechon Kawali instead and Dinuguan (pork blood stew). At first glance, it looked like the servings were small but my husband and I were quite full and had enough leftovers for the next day. What really made me love Thelma's was the quality of the food. The Lechon Kawali had just enough crisp in the skin and was so flavorful. I had never had Dinuguan with so little fat. Usually other Filipino restaurants mix a lot of fat with the meat to be most cost efficient. \n\nThe restaurant itself is very clean and well kept. The service is warm and friendly. The prices are reasonable.  I only wish they had more items on their menu. Otherwise, Thelma's is a restaurant that I would go to again and again!"	positive
This place is an amazing hidden gem I am so happy to find good pho and cold noodles out here I will definitely keep coming back	positive
A very good steakhouse that makes sure you leave patting your belly in satisfaction.  The atmosphere here is very dim, and there really isn't a 'fascinating' view of the strip from here, but the service is impeccable.  I haven't experienced anything negative from any of the employees here.  The hostesses are attentive and cordial, the waiters prompt and knowledgeable, and the chefs....well they know what they're doing.\n\nLike most steak houses this place offers a huge porterhouse (24 oz) along with your standard Rib eyes, and NY Strips.  Everything is cooked to the proper doneness that you ask for.  Dishes are served A la carte, so you do have to pay extra for that baked potato or fries to go with your meat.\n\nSpeaking of sides, Their garlic steak fries are a staple for me here.  yes I'm a potato lover, and these fries are actually more like logs.  They're a huge potato that's been quartered, then fried w/ garlic, seasoned, then served.  I recommend you use a fork and knife to chow it down, but nobody says you can't use your fingers too....it is a fry after all.\n\nThe appetizers are great too, I highly recommend the crab & artichoke dip.  It is on the creamy side, but the flavor is great!  The mac & cheese is exceptionally tasty too, fresh cheese, bits of ham, very creamy.\n\nThey do have a cigars available for sale too, and a pretty good wine list.  This place hasn't failed to disappoint yet, except when it ran out of their bagel chips (served as a general appetizer with salsa).	positive
There seems to be a bit of hate for this restaurant based on previous reviews.  Luckily for me there weren't many negatives about my meal here.  So busy in my escapades around Las Vegas on my second day there I completely forgot about taking a break for lunch.  After perusing the menu the night before and observing dishes of what other patrons seemed to be enjoying I decided to drop in on the Dragon Noodle Co. inside the Monte Carlo Hotel & Casino for an early dinner.\n\nI was seated quickly by the restaurant's hostess.  Because it seemed not too busy I was given the option of sitting at a table, at the bar, in the lounge, at the sushi bar or in the main dining room.  I chose the latter, and I was quite surprised as the main dining room was nearly full.  This is another pricey Chinese restaurant in Las Vegas; although, it is not nearly as pricey as Jasmine at the Bellagio.\n\nThe heavy fabric napkins are all sleeved in paper holders printed with the restaurant's graphics (http://www.yelp.com/biz_photos/5VXlHFrYZZzj7zfZEsz5nQ?select=TaA0bI9GiB-96VrSODPxEw).  The restaurant uses a baby boy's face (http://www.yelp.com/biz_photos/5VXlHFrYZZzj7zfZEsz5nQ?select=DY_GqwfhoJGhbAY1ghUYDg) similar to the little peach boys of Chinese folklore (supposedly brings good fortune) as its main logo, and that image is amusingly plastered throughout the d\u00e9cor of the restaurant.  The wait staff will come around, unsleeve your napkin and place it on your lap for you.  I was quite new to this service so I stopped the young lady and gestured that I can do that myself.  Looking back it was pretty comical what I was actually thinking, but she took my beverage order and walked away.\n\nThree menus are presented, a dinner menu, a sushi menu and a huge, thick binder listing wines and spirits served.  It's a bit too early for a drink, and I never eat sushi at Chinese restaurants so away went those two menus.  They give you time to order here.  My peripheral vision noticed the waiter glancing my way every now and then, but he did not approach my table until I put down the menu.  I ordered the Salt & Pepper Calamari and the Roast Duck half.  Steamed rice is included with most entrees.\n\nMy bowl of rice and the calamari (http://www.yelp.com/biz_photos/5VXlHFrYZZzj7zfZEsz5nQ?select=-HfxZmaC7AGYoN11jcimug) were brought out rather quickly.  Understandable as roast duck usually warrants additional preparation time.  The calamari was very good.  The calamari filets were scored, battered and deep fried.  There was just a hint of greasiness.  Salt, pepper and chopped jalapenos are used to season the battered calamari which were served on a bed of shredded lettuce with minced onion and garlic and more jalapeno slices.  The calamari had a nice kick to it.\n\nThe roast duck (http://www.yelp.com/biz_photos/5VXlHFrYZZzj7zfZEsz5nQ?select=trW1SO7_8uHDTfpnsdTGpQ) was brought out a short time later.  It was served with a sweet and sour plum sauce which I found to be a bit generic in taste.  Where do these places find these ducks that are thick in meat and flavor and can't be found in San Francisco?  I loved the duck which was traditionally roasted Hong Kong style with the thin crispy skin similar to Peking ducks.  The flavor of the marinade was very good and there was tons of duck meat to enjoy.  \n\nIt took me a bit of time, but I managed to polish off everything.   Even so the waiter came by twice to check if everything was okay and whether I wanted more rice.  At the end of my meal he brought me a hot disinfectant towlette sealed in plastic to clean my hands and face.  I passed on dessert although the thought of having some freshly fried sesame balls did enter my mind.	positive
