The chipset will operate in the 2.4-GHz band , and features radio signal interference prevention and low power consumption .	The 2.4 GHz radio frequency chipset features radio interference protection and low power consumption .	Equivalent
Activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .	Instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .	Equivalent
 I 'm taking his office , and we 're gonna keep on building , ' ' he vowed . 	 Yes , I 'm taking his office and we 're going to keep on building and keep on fighting ,  he added .	NotEquivalent
Dos Reis is scheduled to be sentenced in Danbury Superior Court this morning on charges of first-degree manslaughter and second-degree sexual assault .	Saul Dos Reis is scheduled to be sentenced in Danbury Superior Court for the death of Christina Long .	NotEquivalent
State unemployment last month stood at 6.4 percent , down from a revised 6.7 percent in August .	The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .	Equivalent
Assani said Tuesday he did not know what to charge the men with because US officials refused to share information with him .	Prosecutors said they did not know what crimes to charge the men with because U.S. officials refused to share information with them .	Equivalent
The skull is then punctured , the brain suctioned out , and that causes the skull to collapse so it can be removed from the birth canal .	The skull is then punctured and the brain suctioned out , causing the skull to collapse and easing passage through the birth canal .	Equivalent
In December , he anticipated growth of 5.3 percent to nearly $ 154 billion .	In December , he had predicted a 5 percent growth rate .	NotEquivalent
Toronto yesterday had 64 probable cases of SARS and nine suspect cases .	As of Wednesday , there were 65 probable SARS cases in the Toronto region .	NotEquivalent
The FTC has asked the court to suspend its decision while the agency appeals .	U.S. District Judge Edward W. Nottingham in Denver denied an FTC request to suspend his decision while the agency appeals .	NotEquivalent
Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .	Analysts have estimated that the two networks could fetch as much as $ 7 billion .	NotEquivalent
 By its actions , the Bush administration threatens to give a bad name to a just war ,  Lieberman said .	 By its actions , the Bush administration threatens to give a bad name to a just war ,  the Connecticut Democrat told a Capitol Hill news conference .	Equivalent
" She was crying and scared , ' said Isa Yasin , the owner of the store .	 She was crying and she was really scared , "" said Yasin ."	Equivalent	
AutoAdvice is available as a one-year subscription at $ 400 per CPU , scaling from one to 50,000 CPUs .	SAN Architect will run approximately $ 2,400 while AutoAdvice is available with coverage from one to 50,000 CPUs .	NotEquivalent
Although they no longer get the glory , desktop PC exceeded IDC 's shipment expectations in the second quarter , Kay said .	Desktop PC shipments also exceeded IDC 's expectations in the second quarter , Kay said .	NotEquivalent
He gave a surprisingly impassioned speech to the United Steelworkers of America , who announced their endorsement yesterday .	On Tuesday , he picked up the endorsement of the United Steelworkers of America .	NotEquivalent
He is expected to ask banks for around € 50m this week to keep the company afloat .	He is expected to ask for a lifeline of around € 50m to pay suppliers and keep the company afloat .	Equivalent
Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .	Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .	Equivalent
New research indicates that some 540,000 high-tech jobs were lost in the United States during 2002 .	In 2001 , there were 6.5 million high-tech jobs in the United States .	NotEquivalent
Tehran has said it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted .	Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted .	Equivalent
The girl turned up late Sunday at a convenience store in East Palo Alto , about 30 miles from her home .	The girl turned up late Sunday night at an East Palo Alto convenience store about 30 miles from her home .	Equivalent
Easynews Inc. was subpoenaed late last week by the FBI , which was seeking account information related to the uploading of the virus to the ISP 's Usenet news group server .	Easynews Inc. said Monday that it was cooperating with the FBI in trying to locate the person who uploaded the virus to a Usenet news group hosted by the ISP .	Equivalent
Both bidders agreed to assume about $ 90 million in debt owed on the planes .	Wexford had agreed to assume about $ 90 million in debt to buy the planes and certificate .	NotEquivalent
"Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries , "" he said ."	"Before the commitee was formed , Mr Howard was defiant , saying Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries "" ."	NotEquivalent
Opposition to the bill has come from environmentalists , the Miccosukee Tribe , some scientists and members of Congress .	Besides a federal judge , the criticism has mounted from environmentalists , the Miccosukee Tribe , some scientists and some congressional leaders .	NotEquivalent
He beat testicular cancer that had spread to his lungs and brain .	Armstrong , 31 , battled testicular cancer that spread to his brain .	NotEquivalent
It wants to force him to return his allegedly ill-gotten gains , with interest , and pay penalties .	The agency wants him to return the illegal proceeds with interest and pay civil monetary penalties .	Equivalent
As part of his deal , Mr. Delainey has agreed to cooperate in the continuing investigation .	Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea .	Equivalent
He urged member states that contribute police and soldiers to U.N. peacekeeping operations to provide more women .	Undersecretary-General for Peacekeeping Jean-Marie Guehenno urged member states contributing police and soldiers to U.N. peacekeeping operations to provide more women .	Equivalent
Shares of LendingTree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier .	LendingTree shares rose 43 percent , or $ 6.31 , to $ 21 , more than doubling in the last two months .	NotEquivalent
